,Position,Track Name,Artist,Streams,URL,date,uri_x,release_date,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,uri_y
2460,61,bad guy,Billie Eilish,122967,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-03-27,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019-03-29,194087,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,spotify:track:2Fxmhks0bxGSBdJ92vM42m
2461,62,Life Is Good (feat. Drake),Future,122745,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-03-27,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-10,237735,0.676,0.0706,0.609,0.0,0.152,-5.831,0.481,0.508,142.037,4,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc
2462,63,Memories,Maroon 5,122295,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-03-27,spotify:track:2b8fOow8UzyDFAE27YhOZM,2019-09-20,189486,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,spotify:track:2b8fOow8UzyDFAE27YhOZM
2463,64,Skechers,DripReport,120119,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-03-27,spotify:track:2alc8VZAzDgdAsL2QMk3hu,2020-01-12,106000,0.903,0.26,0.327,0.011,0.108,-9.727,0.0877,0.274,100.008,4,spotify:track:2alc8VZAzDgdAsL2QMk3hu
2464,65,If the World Was Ending - feat. Julia Michaels,JP Saxe,117996,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-03-27,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,2019-10-17,208687,0.464,0.866,0.473,0.0,0.109,-10.086,0.129,0.604,75.801,4,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ
2465,66,You should be sad,Halsey,117601,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2020-03-27,spotify:track:7lidXGPXPYLNThITAOTlkK,2020-01-17,205473,0.591,0.143,0.585,0.0,0.109,-6.35,0.0277,0.324,110.94,4,spotify:track:7lidXGPXPYLNThITAOTlkK
2466,67,No Time To Die,Billie Eilish,116145,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,2020-03-27,spotify:track:73SpzrcaHk0RQPFP73vqVR,2020-02-13,242265,0.38,0.917,0.219,0.0104,0.0827,-13.273,0.0358,0.0517,73.537,4,spotify:track:73SpzrcaHk0RQPFP73vqVR
2467,68,Kings & Queens,Ava Max,115090,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,2020-03-27,spotify:track:76nqCfJOcFFWBJN32PAksn,2020-03-12,162398,0.638,0.00775,0.688,0.0,0.126,-4.056,0.0407,0.434,129.856,4,spotify:track:76nqCfJOcFFWBJN32PAksn
2468,69,Bruises,Lewis Capaldi,114939,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2020-03-27,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,220492,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,0.361,111.202,4,spotify:track:4Of7rzpRpV1mWRbhp5rAqG
2469,70,Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,112954,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM,2020-03-27,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM,2019-11-14,164726,0.584,0.251,0.627,0.0,0.0891,-4.607,0.187,0.528,90.879,3,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM
2470,71,Nobody's Lover (feat. Lord Siva),Clara,112862,https://open.spotify.com/track/6DtelsNA9n8aIkKhBhHk4g,2020-03-27,spotify:track:6DtelsNA9n8aIkKhBhHk4g,2020-03-27,212167,0.804,0.277,0.636,0.0,0.399,-5.236,0.122,0.547,103.007,4,spotify:track:6DtelsNA9n8aIkKhBhHk4g
2471,72,Ride It,Regard,109725,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2020-03-27,spotify:track:2tnVG71enUj33Ic2nFN6kZ,2019-07-26,157605,0.88,0.177,0.751,6.43e-05,0.106,-4.258,0.0874,0.884,117.948,4,spotify:track:2tnVG71enUj33Ic2nFN6kZ
2472,73,Super Mario,NODE,109307,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P,2020-03-27,spotify:track:1LsZymF4MDfVMuzLkySq5P,2019-11-08,186425,0.898,0.173,0.744,0.0,0.367,-5.635,0.0936,0.759,130.023,4,spotify:track:1LsZymF4MDfVMuzLkySq5P
2473,74,La Trompeta (feat. MellemFingaMuzik),Camur,108971,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq,2020-03-27,spotify:track:0oHSxbawtdWBH9N8SqCjfq,2020-01-17,169681,0.848,0.215,0.672,0.0,0.178,-5.728,0.275,0.859,105.131,4,spotify:track:0oHSxbawtdWBH9N8SqCjfq
2474,75,Som Fluer,The Minds Of 99,108641,https://open.spotify.com/track/4diMl3ee8zco6asVZNKjti,2020-03-27,spotify:track:4diMl3ee8zco6asVZNKjti,2019-11-14,226573,0.433,0.162,0.504,0.00917,0.242,-5.717,0.029,0.345,74.033,4,spotify:track:4diMl3ee8zco6asVZNKjti
2475,76,WHATS POPPIN,Jack Harlow,108350,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020-03-27,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,2020-03-13,139741,0.923,0.017,0.604,0.0,0.272,-6.671,0.245,0.826,145.062,4,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM
2476,77,Walk Em Down (feat. Roddy Ricch),NLE Choppa,107449,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,2020-03-27,spotify:track:4cSSL3YafYjM3yjgFO1vJg,2020-03-19,173288,0.867,0.268,0.744,0.0,0.0713,-5.171,0.227,0.645,84.005,4,spotify:track:4cSSL3YafYjM3yjgFO1vJg
2477,78,Corona,ADHD,106432,https://open.spotify.com/track/0frObKN0bCAAFmFMnIdOU1,2020-03-27,spotify:track:0frObKN0bCAAFmFMnIdOU1,2020-02-27,153266,0.793,0.0232,0.76,5.81e-06,0.231,-7.32,0.227,0.394,137.912,4,spotify:track:0frObKN0bCAAFmFMnIdOU1
2478,79,Heartless,The Weeknd,106232,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,2020-03-27,spotify:track:6bnF93Rx87YqUBLSgjiMU8,2020-03-20,198266,0.537,0.0236,0.746,1.01e-06,0.156,-5.507,0.15,0.252,170.062,4,spotify:track:6bnF93Rx87YqUBLSgjiMU8
2479,80,Paris,Lord Siva,106062,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s,2020-03-27,spotify:track:1NgeW6kFhdqAvEKgKYhf1s,2019-02-22,170644,0.818,0.151,0.533,6.66e-06,0.133,-6.05,0.0428,0.774,114.97,4,spotify:track:1NgeW6kFhdqAvEKgKYhf1s
2480,81,What If I Told You That I Love You,Ali Gatie,105646,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,2020-03-27,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,2020-01-24,193667,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,0.224,84.628,4,spotify:track:3cqPu20DGTGUoZtbJH2Dmi
2481,82,Beautiful People (feat. Khalid),Ed Sheeran,103798,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-03-27,spotify:track:70eFcWOvlMObDhURTqT4Fv,2019-07-12,197866,0.64,0.124,0.647,0.0,0.0801,-8.114,0.186,0.546,92.979,4,spotify:track:70eFcWOvlMObDhURTqT4Fv
2482,83,DANCE,CLMD,103538,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J,2020-03-27,spotify:track:6TfeXwJihJRuBW3mFpib6J,2019-10-18,174448,0.766,0.0263,0.548,1.81e-06,0.21,-7.834,0.0373,0.552,122.012,4,spotify:track:6TfeXwJihJRuBW3mFpib6J
2483,84,Lie,Lukas Graham,102854,https://open.spotify.com/track/27NaNvlmvOHqTF0VPjuRSD,2020-03-27,spotify:track:27NaNvlmvOHqTF0VPjuRSD,2019-09-27,179841,0.537,0.0362,0.612,0.0,0.0926,-4.777,0.051,0.308,92.178,4,spotify:track:27NaNvlmvOHqTF0VPjuRSD
2484,85,I Don't Care (with Justin Bieber),Ed Sheeran,102169,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-03-27,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,2019-07-12,219946,0.798,0.0902,0.676,0.0,0.0894,-5.041,0.0442,0.843,101.956,4,spotify:track:0hVXuCcriWRGvwMV1r5Yn9
2485,86,Lose Control,MEDUZA,101391,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-03-27,spotify:track:7CHi4DtfK4heMlQaudCuHK,2019-10-11,168387,0.598,0.129,0.526,0.0,0.14,-8.659,0.0415,0.529,123.935,4,spotify:track:7CHi4DtfK4heMlQaudCuHK
2486,87,Boss Bitch,Doja Cat,101168,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-03-27,spotify:track:78qd8dvwea0Gosb6Fe6j3k,2020-01-23,134239,0.707,0.127,0.955,0.0,0.202,-4.593,0.222,0.575,125.989,4,spotify:track:78qd8dvwea0Gosb6Fe6j3k
2487,88,Se Os,Citybois,100361,https://open.spotify.com/track/4qgyniHGf79c1UUiIOY368,2020-03-27,spotify:track:4qgyniHGf79c1UUiIOY368,2020-03-06,162506,0.801,0.116,0.589,0.0,0.139,-5.284,0.112,0.638,101.105,4,spotify:track:4qgyniHGf79c1UUiIOY368
2488,89,Some Say - Felix Jaehn Remix,Nea,100038,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv,2020-03-27,spotify:track:7C1trmcQQ5n5RNy4l6ziCv,2020-01-10,186878,0.682,0.406,0.7,0.0,0.174,-5.591,0.0397,0.637,120.03,4,spotify:track:7C1trmcQQ5n5RNy4l6ziCv
2489,90,Save Your Tears,The Weeknd,99713,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,2020-03-27,spotify:track:5QO79kh1waicV47BqGRL3g,2020-03-20,215626,0.68,0.0212,0.826,1.24e-05,0.543,-5.487,0.0309,0.644,118.051,4,spotify:track:5QO79kh1waicV47BqGRL3g
2490,91,Sjakalina,Tessa,99060,https://open.spotify.com/track/3LdRxPZLIouyXVFrJVLwg8,2020-03-27,spotify:track:3LdRxPZLIouyXVFrJVLwg8,2019-12-27,165294,0.916,0.0748,0.58,0.0,0.123,-7.092,0.26,0.568,102.04,4,spotify:track:3LdRxPZLIouyXVFrJVLwg8
2491,92,Señorita,Shawn Mendes,98731,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-03-27,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,2019-06-19,190799,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,0.749,116.967,4,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
2492,93,Fugtig,Ude Af Kontrol,97484,https://open.spotify.com/track/3k6n8FdhntF9nzQpVn0OFs,2020-03-27,spotify:track:3k6n8FdhntF9nzQpVn0OFs,2020-04-02,133124,0.938,0.128,0.897,0.0,0.0887,-6.068,0.253,0.685,128.043,4,spotify:track:3k6n8FdhntF9nzQpVn0OFs
2493,94,Po Po,ZK,96132,https://open.spotify.com/track/3g1yNMutQGZUmcaVArVaf2,2020-03-27,spotify:track:3g1yNMutQGZUmcaVArVaf2,2020-02-21,163553,0.826,0.382,0.617,0.0,0.135,-5.571,0.0589,0.785,114.026,4,spotify:track:3g1yNMutQGZUmcaVArVaf2
2494,95,lovely (with Khalid),Billie Eilish,92788,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2020-03-27,spotify:track:0u2P5u6lvoDfwTYjAADbn4,2018-04-19,200185,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,0.12,115.284,4,spotify:track:0u2P5u6lvoDfwTYjAADbn4
2495,96,Love Someone,Lukas Graham,92247,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1,2020-03-27,spotify:track:0OCRwXbQRdOZ1OtB4Imsp1,2018-10-26,205440,0.538,0.172,0.409,0.0,0.11,-6.581,0.0505,0.265,171.838,4,spotify:track:0OCRwXbQRdOZ1OtB4Imsp1
2496,97,Unz Unz,Specktors,91641,https://open.spotify.com/track/2vjKei86vFPZBodhXEqEmX,2020-03-27,spotify:track:2vjKei86vFPZBodhXEqEmX,2019-04-12,175316,0.898,0.0291,0.663,1.77e-05,0.081,-6.455,0.0557,0.928,124.016,4,spotify:track:2vjKei86vFPZBodhXEqEmX
2497,98,"10,000 Hours (with Justin Bieber)",Dan + Shay,91150,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-03-27,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,167693,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,0.43,89.991,4,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
2498,99,Scared To Live,The Weeknd,90051,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv,2020-03-27,spotify:track:4BGZF4oLbTL0pWm7C18pbv,2020-03-20,191306,0.504,0.131,0.498,0.0,0.0929,-8.24,0.0499,0.196,87.221,4,spotify:track:4BGZF4oLbTL0pWm7C18pbv
2499,100,Hardest To Love,The Weeknd,89958,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX,2020-03-27,spotify:track:6kWxIqQDsKFYCJGbU4AjCX,2020-03-20,211400,0.467,0.0909,0.608,8.83e-05,0.125,-7.847,0.0707,0.108,80.957,4,spotify:track:6kWxIqQDsKFYCJGbU4AjCX
2500,101,Ingenting At Sige (feat. NODE),Gilli,89438,https://open.spotify.com/track/6WZHm21UPkvcmh5VLjhFZg,2020-03-27,spotify:track:6WZHm21UPkvcmh5VLjhFZg,2019-07-13,189226,0.821,0.0104,0.561,0.0,0.0954,-6.682,0.205,0.568,99.981,4,spotify:track:6WZHm21UPkvcmh5VLjhFZg
2501,102,En Sang (feat. Gucci Mane),Emil Stabil,89182,https://open.spotify.com/track/1hwYGaUz6V4odyt0u0QlKf,2020-03-27,spotify:track:1hwYGaUz6V4odyt0u0QlKf,2019-06-28,148241,0.874,0.00378,0.573,0.0,0.0612,-4.768,0.0816,0.46,94.989,4,spotify:track:1hwYGaUz6V4odyt0u0QlKf
2502,103,Forever (feat. Post Malone & Clever),Justin Bieber,89035,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,2020-03-27,spotify:track:2ZlCGeK30BLRNSPC832pNZ,2020-02-14,219933,0.825,0.538,0.483,1.48e-05,0.204,-5.746,0.08,0.892,139.98,4,spotify:track:2ZlCGeK30BLRNSPC832pNZ
2503,104,when the party's over,Billie Eilish,88197,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2020-03-27,spotify:track:43zdsphuZLzwA9k4DJhU0I,2019-03-29,196077,0.367,0.978,0.111,3.97e-05,0.0897,-14.084,0.0972,0.198,82.642,4,spotify:track:43zdsphuZLzwA9k4DJhU0I
2504,105,Shallow,Lady Gaga,88122,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-03-27,spotify:track:2VxeLyX666F8uXCJ0dZF8B,2018-10-05,215733,0.572,0.371,0.385,0.0,0.231,-6.362,0.0308,0.323,95.799,4,spotify:track:2VxeLyX666F8uXCJ0dZF8B
2505,106,Yummy,Justin Bieber,87488,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-03-27,spotify:track:16wAOAZ2OkqoIDN7TpChjR,2020-02-14,208520,0.676,0.345,0.506,0.0,0.118,-6.652,0.0958,0.497,145.842,4,spotify:track:16wAOAZ2OkqoIDN7TpChjR
2506,107,YES,BEN & TAN,87179,https://open.spotify.com/track/0JhamnAdaIIzJ31aoHuDCJ,2020-03-27,spotify:track:0JhamnAdaIIzJ31aoHuDCJ,2020-03-30,180489,0.563,0.00658,0.583,0.0,0.102,-7.302,0.031,0.525,91.899,4,spotify:track:0JhamnAdaIIzJ31aoHuDCJ
2507,108,Op A,Ude Af Kontrol,86965,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK,2020-03-27,spotify:track:79JoAfAjEcCtFYyeJCGwkK,2019-04-04,146865,0.768,0.139,0.94,0.0,0.104,-4.436,0.331,0.404,133.988,4,spotify:track:79JoAfAjEcCtFYyeJCGwkK
2508,109,Turks (feat. Travis Scott),NAV,86860,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf,2020-03-27,spotify:track:0lSZh5W0wDeurkGzLYY6hf,2020-03-27,161377,0.893,0.0827,0.618,0.0,0.542,-4.425,0.112,0.389,119.099,4,spotify:track:0lSZh5W0wDeurkGzLYY6hf
2509,110,Kender Ham Godt,Young Juu,86717,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ,2020-03-27,spotify:track:781hm63hoGyBWLz0eVGmSQ,2020-02-21,180321,0.779,0.311,0.469,0.0,0.209,-9.094,0.322,0.523,139.925,4,spotify:track:781hm63hoGyBWLz0eVGmSQ
2510,111,Be Alright,Dean Lewis,85822,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2020-03-27,spotify:track:5qrSlOut2rNAWv3ubArkNy,2019-03-22,196493,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,0.493,126.421,4,spotify:track:5qrSlOut2rNAWv3ubArkNy
2511,112,Post Malone (feat. RANI),Sam Feldt,85514,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,2020-03-27,spotify:track:36orMWv2PgvnzXsd5CJ0yL,2019-08-16,174444,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,0.651,107.356,4,spotify:track:36orMWv2PgvnzXsd5CJ0yL
2512,113,Balou,Benny Jamz,85142,https://open.spotify.com/track/4r2M86IJ1stGAI55PRRib0,2020-03-27,spotify:track:4r2M86IJ1stGAI55PRRib0,2020-01-01,129061,0.904,0.13,0.557,0.00279,0.123,-6.481,0.146,0.314,104.982,4,spotify:track:4r2M86IJ1stGAI55PRRib0
2513,114,Higher Love,Kygo,83152,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2020-03-27,spotify:track:6oJ6le65B3SEqPwMRNXWjY,2019-06-28,228267,0.693,0.0154,0.678,6.05e-06,0.101,-7.159,0.0324,0.404,103.952,4,spotify:track:6oJ6le65B3SEqPwMRNXWjY
2514,115,Culo (feat. Branco),Gilli,82985,https://open.spotify.com/track/49vQclrdXkZXMJnD0VN3qZ,2020-03-27,spotify:track:49vQclrdXkZXMJnD0VN3qZ,2019-07-13,145871,0.9,0.0238,0.66,1.15e-06,0.109,-3.782,0.179,0.584,92.013,4,spotify:track:49vQclrdXkZXMJnD0VN3qZ
2515,116,Room For Love,Lord Siva,82608,https://open.spotify.com/track/4X1r74w09Ok0KgHSziwVWA,2020-03-27,spotify:track:4X1r74w09Ok0KgHSziwVWA,2020-01-31,152106,0.708,0.278,0.54,0.0,0.14,-4.292,0.126,0.208,179.927,4,spotify:track:4X1r74w09Ok0KgHSziwVWA
2516,117,July,Noah Cyrus,82323,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2020-03-27,spotify:track:5a6pdCHlWS2ekOOQ70QnAr,2019-07-31,156106,0.708,0.868,0.186,0.0,0.0779,-8.953,0.0422,0.321,72.541,4,spotify:track:5a6pdCHlWS2ekOOQ70QnAr
2517,118,To Die For,Sam Smith,81751,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,2020-03-27,spotify:track:2ZTYlnhhV1UAReg7wIGolx,2020-02-14,193795,0.483,0.832,0.361,4.66e-06,0.098,-7.889,0.0738,0.307,171.649,4,spotify:track:2ZTYlnhhV1UAReg7wIGolx
2518,119,Finde Tilbage,Citybois,80676,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg,2020-03-27,spotify:track:2PULF2IhwRZg7Qpx3x4lHg,2019-06-07,186733,0.785,0.0698,0.67,0.0,0.164,-4.928,0.063,0.491,100.024,4,spotify:track:2PULF2IhwRZg7Qpx3x4lHg
2519,120,Nino,Michael Williams,80312,https://open.spotify.com/track/219jZRY9zVkrunULslRLvD,2020-03-27,spotify:track:219jZRY9zVkrunULslRLvD,2020-02-07,147026,0.813,0.507,0.43,1.45e-06,0.0986,-7.388,0.095,0.526,99.994,4,spotify:track:219jZRY9zVkrunULslRLvD
2520,121,Plastic (feat. Benjamin Hav),Pind,80150,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe,2020-03-27,spotify:track:758P0zO2goHiN3NA5OW1Qe,2019-11-15,183387,0.842,0.252,0.664,0.0,0.1,-4.774,0.0647,0.531,123.997,4,spotify:track:758P0zO2goHiN3NA5OW1Qe
2521,122,"Blitz, Baby",Jung,80023,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY,2020-03-27,spotify:track:2dSK7HZu6mxsb0Lx82CxeY,2020-03-27,197332,0.761,0.0178,0.766,0.000104,0.361,-4.22,0.0475,0.784,124.025,4,spotify:track:2dSK7HZu6mxsb0Lx82CxeY
2522,123,Efter Mig,Jimilian,79959,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az,2020-03-27,spotify:track:5Mbtof5Olmn8JDvm6PI1Az,2019-05-17,195500,0.84,0.0856,0.445,0.0,0.0769,-9.875,0.054,0.656,102.014,4,spotify:track:5Mbtof5Olmn8JDvm6PI1Az
2523,124,Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,79716,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP,2020-03-27,spotify:track:3D0VPp6nCN9dsyUjFv2BvP,2018-03-30,251632,0.419,0.459,0.259,0.0,0.711,-14.836,0.0359,0.294,126.891,4,spotify:track:3D0VPp6nCN9dsyUjFv2BvP
2524,125,BDK (feat. Gilli),KESI,78707,https://open.spotify.com/track/6ZvA8Difc7oFBxfZXJ6JuT,2020-03-27,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT,2019-09-06,173878,0.839,0.458,0.699,1.02e-05,0.0789,-6.532,0.439,0.669,130.015,4,spotify:track:6ZvA8Difc7oFBxfZXJ6JuT
2525,126,Falling,Harry Styles,78051,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2020-03-27,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,240133,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,0.0592,110.011,4,spotify:track:1ZMiCix7XSAbfAJlEZWMCp
2526,127,Nik & Jay (feat. Benjamin Hav),TopGunn,77888,https://open.spotify.com/track/151GbWJcajt35sN4T309vF,2020-03-27,spotify:track:151GbWJcajt35sN4T309vF,2019-04-26,174080,0.879,0.286,0.489,0.0,0.11,-8.271,0.217,0.423,94.939,4,spotify:track:151GbWJcajt35sN4T309vF
2527,128,Sinaloa Stil,Shooter Gang,77644,https://open.spotify.com/track/1tNuRv1Wcagp2f3FVcgknp,2020-03-27,spotify:track:1tNuRv1Wcagp2f3FVcgknp,2019-11-22,158400,0.846,0.268,0.6,0.0,0.104,-8.149,0.203,0.336,100.05,4,spotify:track:1tNuRv1Wcagp2f3FVcgknp
2528,129,Thank You [Not So Bad],VIZE,77262,https://open.spotify.com/track/4AqN8IdKCfItCSbuaFch81,2020-03-27,spotify:track:4AqN8IdKCfItCSbuaFch81,2020-02-07,197963,0.656,0.201,0.89,1.99e-06,0.101,-4.981,0.187,0.268,100.037,4,spotify:track:4AqN8IdKCfItCSbuaFch81
2529,130,Dior,Pop Smoke,77248,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,2020-03-27,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,2019-07-26,216386,0.548,0.212,0.805,0.000389,0.408,-5.732,0.351,0.648,142.094,4,spotify:track:79s5XnCN4TJKTVMSmOx8Ep
2530,131,"Endnu (feat. Gilli, Benny Jamz & Branco)",Stepz,77236,https://open.spotify.com/track/1AwE3VLo6qlJ2xi1oS3BwE,2020-03-27,spotify:track:1AwE3VLo6qlJ2xi1oS3BwE,2019-09-12,212700,0.556,0.136,0.645,0.0,0.135,-7.21,0.581,0.476,199.689,4,spotify:track:1AwE3VLo6qlJ2xi1oS3BwE
2531,132,Too Late,The Weeknd,76859,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3,2020-03-27,spotify:track:2K9Ovn1o2bTGqbsABGC6m3,2020-03-20,239973,0.638,0.052,0.863,5.46e-05,0.685,-5.221,0.132,0.226,120.077,4,spotify:track:2K9Ovn1o2bTGqbsABGC6m3
2532,133,HIGHEST IN THE ROOM,Travis Scott,76315,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2020-03-27,spotify:track:3eekarcy7kvN4yt5ZFzltW,2019-10-04,175720,0.598,0.0546,0.427,5.83e-06,0.21,-8.764,0.0317,0.0605,76.469,4,spotify:track:3eekarcy7kvN4yt5ZFzltW
2533,134,Hun Kommer Tilbage,Jung,75012,https://open.spotify.com/track/5DbD9hQ5M3pauLtbnpytgS,2020-03-27,spotify:track:5DbD9hQ5M3pauLtbnpytgS,2020-03-27,175624,0.58,0.003,0.872,1.47e-05,0.248,-5.975,0.0589,0.733,151.987,4,spotify:track:5DbD9hQ5M3pauLtbnpytgS
2534,135,Alle Skuffer Over Tid - Single Edit,The Minds Of 99,74470,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8,2020-03-27,spotify:track:6a2itcAnQzfViAiAly2Eg8,2018-01-12,242654,0.521,0.0134,0.742,0.0106,0.124,-4.931,0.0281,0.191,153.994,4,spotify:track:6a2itcAnQzfViAiAly2Eg8
2535,136,My Oh My (feat. DaBaby),Camila Cabello,74434,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020-03-27,spotify:track:3yOlyBJuViE2YSGn3nVE1K,2019-12-06,170746,0.724,0.018,0.491,1.29e-05,0.0887,-6.024,0.0296,0.383,105.046,4,spotify:track:3yOlyBJuViE2YSGn3nVE1K
2536,137,This City,Sam Fischer,74383,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,2020-03-27,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,2019-12-11,194853,0.602,0.731,0.377,0.0,0.0808,-6.213,0.0446,0.518,73.877,4,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt
2537,138,Okay,Tessa,74166,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv,2020-03-27,spotify:track:4HtQ1OKauyaDx1jIos6Zmv,2019-08-23,167404,0.934,0.00719,0.53,0.0,0.11,-9.805,0.217,0.432,96.993,4,spotify:track:4HtQ1OKauyaDx1jIos6Zmv
2538,139,Lucid Dreams,Juice WRLD,73735,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2020-03-27,spotify:track:285pBltuF7vW8TeWk8hdRR,2018-12-10,239835,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,0.218,83.903,4,spotify:track:285pBltuF7vW8TeWk8hdRR
2539,140,All Around The World (La La La),R3HAB,73582,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2020-03-27,spotify:track:02itaCXOdC54J0ISjqqFAp,2019-04-05,147840,0.733,0.479,0.859,0.0645,0.105,-5.03,0.033,0.52,124.948,4,spotify:track:02itaCXOdC54J0ISjqqFAp
