,Position,Track Name,Artist,Streams,URL,date,uri_x,release_date,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,uri_y
1835,36,ROXANNE,Arizona Zervas,180129,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-03-06,spotify:track:696DnlkuDOXcMAnKlTgXXK,2019-10-10,163636,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,5,spotify:track:696DnlkuDOXcMAnKlTgXXK
1836,37,Blueberry Faygo,Lil Mosey,174703,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-03-06,spotify:track:22LAwLoDA5b4AaGSkg6bKW,2020-02-06,162546,0.774,0.207,0.554,0.0,0.132,-7.909,0.0383,0.349,99.034,4,spotify:track:22LAwLoDA5b4AaGSkg6bKW
1837,38,Burnout,Calby,174388,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ,2020-03-06,spotify:track:33dNxl8o2VT4q5a1t5mkJJ,2019-11-22,197170,0.668,0.42,0.662,2.52e-06,0.0818,-4.136,0.0262,0.592,94.988,4,spotify:track:33dNxl8o2VT4q5a1t5mkJJ
1838,39,Supalonely,BENEE,174271,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-03-06,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,2019-11-15,223480,0.863,0.305,0.631,3.04e-05,0.123,-4.689,0.0534,0.817,128.977,4,spotify:track:4nK5YrxbMGZstTLbvj6Gxw
1839,40,VERDEN VENDER,Branco,174103,https://open.spotify.com/track/1k2HuMmXVnn9X4mGZIwIi4,2020-03-06,spotify:track:1k2HuMmXVnn9X4mGZIwIi4,2020-02-05,181161,0.711,0.0256,0.623,0.0,0.399,-8.617,0.0679,0.46,119.965,4,spotify:track:1k2HuMmXVnn9X4mGZIwIi4
1840,41,YES,BEN & TAN,172897,https://open.spotify.com/track/1nAvS4GbkxR7iISU5ZfLPf,2020-03-06,spotify:track:1nAvS4GbkxR7iISU5ZfLPf,2020-03-08,180489,0.563,0.00658,0.583,0.0,0.102,-7.302,0.031,0.525,91.899,4,spotify:track:1nAvS4GbkxR7iISU5ZfLPf
1841,42,Lærte Hende Alt (feat. Lærke Emilie),ATYPISK,166834,https://open.spotify.com/track/6aq0IJ1Ftp7PoJfPum2oMM,2020-03-06,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM,2019-11-14,164726,0.584,0.251,0.627,0.0,0.0891,-4.607,0.187,0.528,90.879,3,spotify:track:6aq0IJ1Ftp7PoJfPum2oMM
1842,43,Sex On The Beach,Ude Af Kontrol,165065,https://open.spotify.com/track/3yx4uZSBSLgxaGhSqNw4RR,2020-03-06,spotify:track:3yx4uZSBSLgxaGhSqNw4RR,2020-02-13,148800,0.845,0.18,0.922,0.0,0.194,-4.405,0.0753,0.494,124.944,4,spotify:track:3yx4uZSBSLgxaGhSqNw4RR
1843,44,After Hours,The Weeknd,162839,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v,2020-03-06,spotify:track:4ejyZ4uJEXUURcgKp1kP8v,2020-02-19,361946,0.663,0.0938,0.567,0.00978,0.124,-5.941,0.0309,0.139,108.959,4,spotify:track:4ejyZ4uJEXUURcgKp1kP8v
1844,45,Sunday Best,Surfaces,162103,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-03-06,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,2019-01-06,158571,0.878,0.183,0.525,0.0,0.0714,-6.832,0.0578,0.694,112.022,4,spotify:track:1Cv1YLb4q0RzL6pybtaMLo
1845,46,La Trompeta (feat. MellemFingaMuzik),Camur,161682,https://open.spotify.com/track/0oHSxbawtdWBH9N8SqCjfq,2020-03-06,spotify:track:0oHSxbawtdWBH9N8SqCjfq,2020-01-17,169681,0.848,0.215,0.672,0.0,0.178,-5.728,0.275,0.859,105.131,4,spotify:track:0oHSxbawtdWBH9N8SqCjfq
1846,47,Vai Amor,Gilli,158267,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb,2020-03-06,spotify:track:7nPTjuVySLIUlgKrzTIFdb,2019-07-13,166353,0.89,0.0418,0.662,0.0258,0.0594,-5.462,0.199,0.837,129.988,4,spotify:track:7nPTjuVySLIUlgKrzTIFdb
1847,48,bad guy,Billie Eilish,155084,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-03-06,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019-03-29,194087,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,0.562,135.128,4,spotify:track:2Fxmhks0bxGSBdJ92vM42m
1848,49,You should be sad,Halsey,152899,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2020-03-06,spotify:track:7lidXGPXPYLNThITAOTlkK,2020-01-17,205473,0.591,0.143,0.585,0.0,0.109,-6.35,0.0277,0.324,110.94,4,spotify:track:7lidXGPXPYLNThITAOTlkK
1849,50,Some Say,Nea,149057,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h,2020-03-06,spotify:track:4poybupy26pTWPr9zY1i7h,2019-09-06,175601,0.779,0.701,0.342,2.56e-06,0.132,-6.316,0.0404,0.482,104.993,4,spotify:track:4poybupy26pTWPr9zY1i7h
1850,51,Memories,Maroon 5,141371,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-03-06,spotify:track:2b8fOow8UzyDFAE27YhOZM,2019-09-20,189486,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,spotify:track:2b8fOow8UzyDFAE27YhOZM
1851,52,Lose Control,MEDUZA,132519,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-03-06,spotify:track:7CHi4DtfK4heMlQaudCuHK,2019-10-11,168387,0.598,0.129,0.526,0.0,0.14,-8.659,0.0415,0.529,123.935,4,spotify:track:7CHi4DtfK4heMlQaudCuHK
1852,53,Forever (feat. Post Malone & Clever),Justin Bieber,132062,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,2020-03-06,spotify:track:2ZlCGeK30BLRNSPC832pNZ,2020-02-14,219933,0.825,0.538,0.483,1.48e-05,0.204,-5.746,0.08,0.892,139.98,4,spotify:track:2ZlCGeK30BLRNSPC832pNZ
1853,54,Know Your Worth,Khalid,127266,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,2020-03-06,spotify:track:0TrPqhAMoaKUFLR7iYDokf,2020-02-04,181436,0.79,0.145,0.694,0.00252,0.281,-7.726,0.0708,0.508,103.007,4,spotify:track:0TrPqhAMoaKUFLR7iYDokf
1854,55,What If I Told You That I Love You,Ali Gatie,126730,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,2020-03-06,spotify:track:3cqPu20DGTGUoZtbJH2Dmi,2020-01-24,193667,0.605,0.63,0.365,6.83e-06,0.0554,-11.144,0.111,0.224,84.628,4,spotify:track:3cqPu20DGTGUoZtbJH2Dmi
1855,56,Yummy,Justin Bieber,126417,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-03-06,spotify:track:16wAOAZ2OkqoIDN7TpChjR,2020-02-14,208520,0.676,0.345,0.506,0.0,0.118,-6.652,0.0958,0.497,145.842,4,spotify:track:16wAOAZ2OkqoIDN7TpChjR
1856,57,Kender Ham Godt,Young Juu,124440,https://open.spotify.com/track/781hm63hoGyBWLz0eVGmSQ,2020-03-06,spotify:track:781hm63hoGyBWLz0eVGmSQ,2020-02-21,180321,0.779,0.311,0.469,0.0,0.209,-9.094,0.322,0.523,139.925,4,spotify:track:781hm63hoGyBWLz0eVGmSQ
1857,58,Super Mario,NODE,121744,https://open.spotify.com/track/1LsZymF4MDfVMuzLkySq5P,2020-03-06,spotify:track:1LsZymF4MDfVMuzLkySq5P,2019-11-08,186425,0.898,0.173,0.744,0.0,0.367,-5.635,0.0936,0.759,130.023,4,spotify:track:1LsZymF4MDfVMuzLkySq5P
1858,59,Ghost,Christopher,121317,https://open.spotify.com/track/1ySdKj9IbvIRCyjPBe6NpV,2020-03-06,spotify:track:1ySdKj9IbvIRCyjPBe6NpV,2020-01-17,193119,0.672,0.0522,0.698,0.0,0.319,-6.873,0.0423,0.293,141.979,4,spotify:track:1ySdKj9IbvIRCyjPBe6NpV
1859,60,That Way - Bonus Track,Lil Uzi Vert,120789,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,2020-03-06,spotify:track:2ajzBr7vwHTEBeqDzcsNRC,2020-03-06,212354,0.712,0.0546,0.598,0.0,0.154,-5.368,0.0388,0.504,130.007,4,spotify:track:2ajzBr7vwHTEBeqDzcsNRC
